,Party Affiliation,week,anxiety,new_cases
427,Heavily Red,2021-08-30/2021-09-05,7.4868571428571435,1083184
428,Moderate,2021-08-30/2021-09-05,7.3601785714285715,1083184
429,Red,2021-08-30/2021-09-05,7.182087912087913,1083184
430,Blue,2021-09-06/2021-09-12,7.226593406593406,1058596
431,Heavily Blue,2021-09-06/2021-09-12,8.023673469387756,1058596
432,Heavily Red,2021-09-06/2021-09-12,7.549142857142858,1058596
433,Moderate,2021-09-06/2021-09-12,7.532857142857142,1058596
434,Red,2021-09-06/2021-09-12,7.336923076923076,1058596
435,Blue,2021-09-13/2021-09-19,7.276373626373626,904791
436,Heavily Blue,2021-09-13/2021-09-19,8.071224489795918,904791
437,Heavily Red,2021-09-13/2021-09-19,7.682999999999999,904791
438,Moderate,2021-09-13/2021-09-19,7.594464285714286,904791
439,Red,2021-09-13/2021-09-19,7.501538461538462,904791
440,Blue,2021-09-20/2021-09-26,7.243406593406593,800392
441,Heavily Blue,2021-09-20/2021-09-26,8.083469387755102,800392
442,Heavily Red,2021-09-20/2021-09-26,7.584142857142857,800392
443,Moderate,2021-09-20/2021-09-26,7.491071428571429,800392
444,Red,2021-09-20/2021-09-26,7.446263736263736,800392
445,Blue,2021-09-27/2021-10-03,7.135934065934066,700690
446,Heavily Blue,2021-09-27/2021-10-03,7.908367346938776,700690
447,Heavily Red,2021-09-27/2021-10-03,7.532,700690
448,Moderate,2021-09-27/2021-10-03,7.431428571428571,700690
449,Red,2021-09-27/2021-10-03,7.3695604395604395,700690
450,Blue,2021-10-04/2021-10-10,7.147252747252747,617612
451,Heavily Blue,2021-10-04/2021-10-10,7.847142857142857,617612
452,Heavily Red,2021-10-04/2021-10-10,7.519285714285715,617612
453,Moderate,2021-10-04/2021-10-10,7.410178571428572,617612
454,Red,2021-10-04/2021-10-10,7.35043956043956,617612
455,Blue,2021-10-11/2021-10-17,7.234175824175823,531867
456,Heavily Blue,2021-10-11/2021-10-17,7.938163265306123,531867
457,Heavily Red,2021-10-11/2021-10-17,7.4711428571428575,531867
458,Moderate,2021-10-11/2021-10-17,7.39875,531867
459,Red,2021-10-11/2021-10-17,7.25054945054945,531867
460,Blue,2021-10-18/2021-10-24,7.244175824175825,506133
461,Heavily Blue,2021-10-18/2021-10-24,7.965510204081633,506133
462,Heavily Red,2021-10-18/2021-10-24,7.59542857142857,506133
463,Moderate,2021-10-18/2021-10-24,7.413214285714285,506133
464,Red,2021-10-18/2021-10-24,7.398791208791208,506133
465,Blue,2021-10-25/2021-10-31,7.118461538461538,501888
466,Heavily Blue,2021-10-25/2021-10-31,7.741836734693878,501888
467,Heavily Red,2021-10-25/2021-10-31,7.444285714285715,501888
468,Moderate,2021-10-25/2021-10-31,7.259821428571429,501888
469,Red,2021-10-25/2021-10-31,7.196813186813187,501888
470,Blue,2021-11-01/2021-11-07,7.2458241758241755,541252
471,Heavily Blue,2021-11-01/2021-11-07,7.84795918367347,541252
472,Heavily Red,2021-11-01/2021-11-07,7.521000000000001,541252
473,Moderate,2021-11-01/2021-11-07,7.327678571428572,541252
474,Red,2021-11-01/2021-11-07,7.357802197802197,541252
475,Blue,2021-11-08/2021-11-14,7.178681318681319,616866
476,Heavily Blue,2021-11-08/2021-11-14,7.809183673469387,616866
477,Heavily Red,2021-11-08/2021-11-14,7.409285714285714,616866
478,Moderate,2021-11-08/2021-11-14,7.22875,616866
479,Red,2021-11-08/2021-11-14,7.26010989010989,616866
480,Blue,2021-11-15/2021-11-21,7.247582417582417,662808
481,Heavily Blue,2021-11-15/2021-11-21,7.856530612244899,662808
482,Heavily Red,2021-11-15/2021-11-21,7.433428571428572,662808
483,Moderate,2021-11-15/2021-11-21,7.270178571428572,662808
484,Red,2021-11-15/2021-11-21,7.235384615384615,662808
485,Blue,2021-11-22/2021-11-28,6.339340659340659,614363
486,Heavily Blue,2021-11-22/2021-11-28,6.818367346938776,614363
487,Heavily Red,2021-11-22/2021-11-28,6.552142857142857,614363
488,Moderate,2021-11-22/2021-11-28,6.356428571428571,614363
489,Red,2021-11-22/2021-11-28,6.36032967032967,614363
490,Blue,2021-11-29/2021-12-05,7.190769230769231,855373
491,Heavily Blue,2021-11-29/2021-12-05,7.738979591836734,855373
492,Heavily Red,2021-11-29/2021-12-05,7.404714285714286,855373
493,Moderate,2021-11-29/2021-12-05,7.208392857142857,855373
494,Red,2021-11-29/2021-12-05,7.257252747252747,855373
495,Blue,2021-12-06/2021-12-12,7.158461538461538,839151
496,Heavily Blue,2021-12-06/2021-12-12,7.745714285714286,839151
497,Heavily Red,2021-12-06/2021-12-12,7.318285714285714,839151
498,Moderate,2021-12-06/2021-12-12,7.165535714285714,839151
499,Red,2021-12-06/2021-12-12,7.177252747252747,839151
500,Blue,2021-12-13/2021-12-19,6.8621978021978025,1165714
501,Heavily Blue,2021-12-13/2021-12-19,7.379183673469387,1165714
502,Heavily Red,2021-12-13/2021-12-19,6.951285714285714,1165714
503,Moderate,2021-12-13/2021-12-19,6.790357142857142,1165714
504,Red,2021-12-13/2021-12-19,6.7178021978021984,1165714
505,Blue,2021-12-20/2021-12-26,6.00032967032967,2141043
506,Heavily Blue,2021-12-20/2021-12-26,6.398775510204082,2141043
507,Heavily Red,2021-12-20/2021-12-26,6.243571428571428,2141043
508,Moderate,2021-12-20/2021-12-26,6.094107142857142,2141043
509,Red,2021-12-20/2021-12-26,6.088461538461538,2141043
510,Blue,2021-12-27/2022-01-02,6.536703296703297,4258203
511,Heavily Blue,2021-12-27/2022-01-02,7.002040816326531,4258203
512,Heavily Red,2021-12-27/2022-01-02,6.789000000000001,4258203
513,Moderate,2021-12-27/2022-01-02,6.640535714285714,4258203
514,Red,2021-12-27/2022-01-02,6.637472527472528,4258203
515,Blue,2022-01-03/2022-01-09,7.052967032967033,5476639
516,Heavily Blue,2022-01-03/2022-01-09,7.586530612244898,5476639
517,Heavily Red,2022-01-03/2022-01-09,7.202428571428571,5476639
518,Moderate,2022-01-03/2022-01-09,7.114107142857143,5476639
519,Red,2022-01-03/2022-01-09,7.0795604395604395,5476639
520,Blue,2022-01-10/2022-01-16,7.101208791208792,5505536
521,Heavily Blue,2022-01-10/2022-01-16,7.521836734693878,5505536
522,Heavily Red,2022-01-10/2022-01-16,7.232142857142857,5505536
523,Moderate,2022-01-10/2022-01-16,7.039464285714286,5505536
524,Red,2022-01-10/2022-01-16,7.043406593406594,5505536
525,Blue,2022-01-17/2022-01-23,7.212637362637363,4407932
526,Heavily Blue,2022-01-17/2022-01-23,7.70265306122449,4407932
527,Heavily Red,2022-01-17/2022-01-23,7.381142857142857,4407932
528,Moderate,2022-01-17/2022-01-23,7.168214285714286,4407932
529,Red,2022-01-17/2022-01-23,7.1595604395604395,4407932
530,Blue,2022-01-24/2022-01-30,7.307142857142858,2688713
531,Heavily Blue,2022-01-24/2022-01-30,7.8034693877551025,2688713
532,Heavily Red,2022-01-24/2022-01-30,7.647428571428573,2688713
533,Moderate,2022-01-24/2022-01-30,7.3496428571428565,2688713
534,Red,2022-01-24/2022-01-30,7.432307692307693,2688713
535,Blue,2022-01-31/2022-02-06,7.544615384615384,1476054
536,Heavily Blue,2022-01-31/2022-02-06,8.059183673469388,1476054
537,Heavily Red,2022-01-31/2022-02-06,7.649428571428572,1476054
538,Moderate,2022-01-31/2022-02-06,7.6519642857142856,1476054
539,Red,2022-01-31/2022-02-06,7.457692307692308,1476054
540,Blue,2022-02-07/2022-02-13,7.587912087912088,894737
541,Heavily Blue,2022-02-07/2022-02-13,8.127959183673468,894737
542,Heavily Red,2022-02-07/2022-02-13,7.8268571428571425,894737
543,Moderate,2022-02-07/2022-02-13,7.5878571428571435,894737
544,Red,2022-02-07/2022-02-13,7.6230769230769235,894737
545,Blue,2022-02-14/2022-02-20,7.546593406593407,547464
546,Heavily Blue,2022-02-14/2022-02-20,8.078367346938775,547464
547,Heavily Red,2022-02-14/2022-02-20,7.778714285714286,547464
548,Moderate,2022-02-14/2022-02-20,7.565892857142857,547464
549,Red,2022-02-14/2022-02-20,7.601428571428571,547464
550,Blue,2022-02-21/2022-02-27,7.502637362637363,375088
551,Heavily Blue,2022-02-21/2022-02-27,8.045510204081634,375088
552,Heavily Red,2022-02-21/2022-02-27,7.725142857142857,375088
553,Moderate,2022-02-21/2022-02-27,7.542857142857143,375088
554,Red,2022-02-21/2022-02-27,7.552527472527472,375088
555,Blue,2022-02-28/2022-03-06,7.901978021978023,264964
556,Heavily Blue,2022-02-28/2022-03-06,8.470204081632653,264964
557,Heavily Red,2022-02-28/2022-03-06,8.064428571428572,264964
558,Moderate,2022-02-28/2022-03-06,7.798214285714286,264964
559,Red,2022-02-28/2022-03-06,7.779340659340659,264964
560,Blue,2022-03-07/2022-03-13,9.755054945054946,213328
561,Heavily Blue,2022-03-07/2022-03-13,10.664489795918366,213328
562,Heavily Red,2022-03-07/2022-03-13,9.767714285714286,213328
563,Moderate,2022-03-07/2022-03-13,9.578392857142857,213328
564,Red,2022-03-07/2022-03-13,9.687142857142858,213328
565,Blue,2022-03-14/2022-03-20,9.034065934065934,195389
566,Heavily Blue,2022-03-14/2022-03-20,9.978367346938775,195389
567,Heavily Red,2022-03-14/2022-03-20,8.953142857142858,195389
568,Moderate,2022-03-14/2022-03-20,8.96642857142857,195389
569,Red,2022-03-14/2022-03-20,8.87978021978022,195389
570,Blue,2022-03-21/2022-03-27,8.184725274725274,194292
571,Heavily Blue,2022-03-21/2022-03-27,8.975510204081633,194292
572,Heavily Red,2022-03-21/2022-03-27,8.317142857142859,194292
573,Moderate,2022-03-21/2022-03-27,8.224464285714285,194292
574,Red,2022-03-21/2022-03-27,8.135164835164835,194292
575,Blue,2022-03-28/2022-04-03,7.677692307692308,201634
576,Heavily Blue,2022-03-28/2022-04-03,8.37673469387755,201634
577,Heavily Red,2022-03-28/2022-04-03,7.8298571428571435,201634
578,Moderate,2022-03-28/2022-04-03,7.707321428571428,201634
579,Red,2022-03-28/2022-04-03,7.722307692307693,201634
580,Blue,2022-04-04/2022-04-10,7.673516483516483,222477
581,Heavily Blue,2022-04-04/2022-04-10,8.377755102040815,222477
582,Heavily Red,2022-04-04/2022-04-10,7.955571428571428,222477
583,Moderate,2022-04-04/2022-04-10,7.7144642857142856,222477
584,Red,2022-04-04/2022-04-10,7.663846153846153,222477
585,Blue,2022-04-11/2022-04-17,7.236373626373626,297185
586,Heavily Blue,2022-04-11/2022-04-17,7.887551020408163,297185
587,Heavily Red,2022-04-11/2022-04-17,7.5001428571428574,297185
588,Moderate,2022-04-11/2022-04-17,7.343214285714287,297185
589,Red,2022-04-11/2022-04-17,7.341648351648352,297185
590,Blue,2022-04-18/2022-04-24,7.4568131868131875,371497
591,Heavily Blue,2022-04-18/2022-04-24,8.038163265306123,371497
592,Heavily Red,2022-04-18/2022-04-24,7.833285714285715,371497
593,Moderate,2022-04-18/2022-04-24,7.602857142857142,371497
594,Red,2022-04-18/2022-04-24,7.605714285714286,371497
595,Blue,2022-04-25/2022-05-01,7.602417582417583,458831
596,Heavily Blue,2022-04-25/2022-05-01,8.242448979591837,458831
597,Heavily Red,2022-04-25/2022-05-01,7.861428571428571,458831
598,Moderate,2022-04-25/2022-05-01,7.716964285714285,458831
599,Red,2022-04-25/2022-05-01,7.627142857142856,458831
600,Blue,2022-05-02/2022-05-08,7.408681318681319,593805
601,Heavily Blue,2022-05-02/2022-05-08,8.03204081632653,593805
602,Heavily Red,2022-05-02/2022-05-08,7.534,593805
603,Moderate,2022-05-02/2022-05-08,7.425357142857143,593805
604,Red,2022-05-02/2022-05-08,7.374175824175824,593805
605,Blue,2022-05-09/2022-05-15,7.183516483516484,714136
606,Heavily Blue,2022-05-09/2022-05-15,7.804693877551021,714136
607,Heavily Red,2022-05-09/2022-05-15,7.293571428571429,714136
608,Moderate,2022-05-09/2022-05-15,7.229107142857143,714136
609,Red,2022-05-09/2022-05-15,7.111538461538461,714136
610,Blue,2022-05-16/2022-05-22,6.908241758241758,766917
611,Heavily Blue,2022-05-16/2022-05-22,7.5140816326530615,766917
612,Heavily Red,2022-05-16/2022-05-22,7.134857142857143,766917
613,Moderate,2022-05-16/2022-05-22,7.07,766917
614,Red,2022-05-16/2022-05-22,6.921098901098902,766917
615,Blue,2022-05-23/2022-05-29,6.67,715379
616,Heavily Blue,2022-05-23/2022-05-29,7.153673469387755,715379
617,Heavily Red,2022-05-23/2022-05-29,6.885571428571429,715379
618,Moderate,2022-05-23/2022-05-29,6.839821428571428,715379
619,Red,2022-05-23/2022-05-29,6.687032967032967,715379
620,Blue,2022-05-30/2022-06-05,6.629670329670329,763696
621,Heavily Blue,2022-05-30/2022-06-05,7.070816326530613,763696
622,Heavily Red,2022-05-30/2022-06-05,6.849428571428571,763696
623,Moderate,2022-05-30/2022-06-05,6.785892857142857,763696
624,Red,2022-05-30/2022-06-05,6.6159340659340655,763696
625,Blue,2022-06-06/2022-06-12,6.718131868131868,724427
626,Heavily Blue,2022-06-06/2022-06-12,7.2628571428571425,724427
627,Heavily Red,2022-06-06/2022-06-12,7.053142857142857,724427
628,Moderate,2022-06-06/2022-06-12,6.997678571428572,724427
629,Red,2022-06-06/2022-06-12,6.878351648351647,724427
630,Blue,2022-06-13/2022-06-19,6.587802197802198,685911
631,Heavily Blue,2022-06-13/2022-06-19,7.142857142857143,685911
632,Heavily Red,2022-06-13/2022-06-19,6.922714285714285,685911
633,Moderate,2022-06-13/2022-06-19,6.85625,685911
634,Red,2022-06-13/2022-06-19,6.741868131868132,685911
635,Blue,2022-06-20/2022-06-26,6.517802197802198,772824
636,Heavily Blue,2022-06-20/2022-06-26,7.100816326530612,772824
637,Heavily Red,2022-06-20/2022-06-26,6.984999999999999,772824
638,Moderate,2022-06-20/2022-06-26,6.884821428571429,772824
639,Red,2022-06-20/2022-06-26,6.7541758241758245,772824
640,Blue,2022-06-27/2022-07-03,6.427692307692308,772477
641,Heavily Blue,2022-06-27/2022-07-03,6.965714285714285,772477
642,Heavily Red,2022-06-27/2022-07-03,6.834714285714286,772477
643,Moderate,2022-06-27/2022-07-03,6.755,772477
644,Red,2022-06-27/2022-07-03,6.627142857142858,772477
645,Blue,2022-07-04/2022-07-10,6.565714285714286,869246
646,Heavily Blue,2022-07-04/2022-07-10,7.166530612244898,869246
647,Heavily Red,2022-07-04/2022-07-10,6.981714285714286,869246
648,Moderate,2022-07-04/2022-07-10,6.8999999999999995,869246
649,Red,2022-07-04/2022-07-10,6.772197802197802,869246
650,Blue,2022-07-11/2022-07-17,6.648901098901098,897458
651,Heavily Blue,2022-07-11/2022-07-17,7.2036734693877555,897458
652,Heavily Red,2022-07-11/2022-07-17,7.174428571428571,897458
653,Moderate,2022-07-11/2022-07-17,7.050714285714285,897458
654,Red,2022-07-11/2022-07-17,6.945714285714285,897458
655,Blue,2022-07-18/2022-07-24,6.977802197802198,923937
656,Heavily Blue,2022-07-18/2022-07-24,7.554285714285715,923937
657,Heavily Red,2022-07-18/2022-07-24,7.474714285714286,923937
658,Moderate,2022-07-18/2022-07-24,7.357321428571429,923937
659,Red,2022-07-18/2022-07-24,7.240439560439561,923937
660,Blue,2022-07-25/2022-07-31,6.644175824175824,833267
661,Heavily Blue,2022-07-25/2022-07-31,7.256530612244898,833267
662,Heavily Red,2022-07-25/2022-07-31,7.106,833267
663,Moderate,2022-07-25/2022-07-31,7.005535714285714,833267
664,Red,2022-07-25/2022-07-31,6.894395604395604,833267
665,Blue,2022-08-01/2022-08-07,6.63076923076923,759711
666,Heavily Blue,2022-08-01/2022-08-07,7.2057142857142855,759711
667,Heavily Red,2022-08-01/2022-08-07,7.056285714285714,759711
668,Moderate,2022-08-01/2022-08-07,6.952142857142857,759711
669,Red,2022-08-01/2022-08-07,6.829780219780219,759711
670,Blue,2022-08-08/2022-08-14,6.631538461538462,701839
671,Heavily Blue,2022-08-08/2022-08-14,7.148571428571428,701839
672,Heavily Red,2022-08-08/2022-08-14,7.009571428571429,701839
673,Moderate,2022-08-08/2022-08-14,6.942857142857143,701839
674,Red,2022-08-08/2022-08-14,6.803406593406594,701839
675,Blue,2022-08-15/2022-08-21,6.6207692307692305,653037
676,Heavily Blue,2022-08-15/2022-08-21,7.183061224489795,653037
677,Heavily Red,2022-08-15/2022-08-21,7.0282857142857145,653037
678,Moderate,2022-08-15/2022-08-21,6.955178571428571,653037
679,Red,2022-08-15/2022-08-21,6.822417582417582,653037
680,Blue,2022-08-22/2022-08-28,6.732967032967033,613210
681,Heavily Blue,2022-08-22/2022-08-28,7.3467346938775515,613210
682,Heavily Red,2022-08-22/2022-08-28,7.210999999999999,613210
683,Moderate,2022-08-22/2022-08-28,7.072857142857143,613210
684,Red,2022-08-22/2022-08-28,7.00076923076923,613210
685,Blue,2022-08-29/2022-09-04,6.578461538461538,521070
686,Heavily Blue,2022-08-29/2022-09-04,7.132448979591837,521070
687,Heavily Red,2022-08-29/2022-09-04,7.024714285714286,521070
688,Moderate,2022-08-29/2022-09-04,6.882678571428571,521070
689,Red,2022-08-29/2022-09-04,6.7967032967032965,521070
690,Blue,2022-09-05/2022-09-11,6.614505494505494,468102
691,Heavily Blue,2022-09-05/2022-09-11,7.195714285714285,468102
692,Heavily Red,2022-09-05/2022-09-11,7.0768571428571425,468102
693,Moderate,2022-09-05/2022-09-11,6.941428571428572,468102
694,Red,2022-09-05/2022-09-11,6.83,468102
695,Blue,2022-09-12/2022-09-18,7.56923076923077,394367
696,Heavily Blue,2022-09-12/2022-09-18,8.450000000000001,394367
697,Heavily Red,2022-09-12/2022-09-18,8.065999999999999,394367
698,Moderate,2022-09-12/2022-09-18,7.935,394367
699,Red,2022-09-12/2022-09-18,7.988461538461538,394367
